Title,Product Number,Image,Size,Packaging,Inner Price,Case Price,UPC,Availability,Description,Features
"Round Polyester Table Cover 132"" - Black",38-0038BK,https://portofino.azureedge.net/38-0038BK.jpg,"132""",6EA/INNER / 12EA/CASE,$10.95 EA,$9.95 EA,745721066392,5 Cases and 0 Inner,"Our Polyester Table Covers can be reused again and again easily for any and all occasions. Available in various sizes for any table. Pair them with our overlays to create different looks for any event.
 For a full drop look, use tables that are 72 inches round. If wanting a puddle drop look, use tables that are 48 and 54 inches round.",
"Round Polyester Table Cover 132"" - Gold",38-0038GD,https://portofino.azureedge.net/38-0038GD.jpg,"132""",6EA/INNER / 12EA/CASE,$10.95 EA,$9.95 EA,745910734668,1 Case and 0 Inner,"Our Polyester Table Covers can be reused again and again easily for any and all occasions. Available in various sizes for any table. Pair them with our overlays to create different looks for any event.
 For a full drop look, use tables that are 72 inches round. If wanting a puddle drop look, use tables that are 48 and 54 inches round.",
"Round Polyester Table Cover 132"" - Ivory",38-0038IV,https://portofino.azureedge.net/38-0038IV.jpg,"132""",6EA/INNER / 12EA/CASE,$10.95 EA,$9.95 EA,745721066385,18 Cases and 1 Inner,"Our Polyester Table Covers can be reused again and again easily for any and all occasions. Available in various sizes for any table. Pair them with our overlays to create different looks for any event.
 For a full drop look, use tables that are 72 inches round. If wanting a puddle drop look, use tables that are 48 and 54 inches round.",
"Round Polyester Table Cover 132"" - Silver",38-0038SV,https://portofino.azureedge.net/38-0038SV.jpg,"132""",6EA/INNER / 12EA/CASE,$10.95 EA,$9.95 EA,745910734675,2 Cases and 0 Inner,"Our Polyester Table Covers can be reused again and again easily for any and all occasions. Available in various sizes for any table. Pair them with our overlays to create different looks for any event.
 For a full drop look, use tables that are 72 inches round. If wanting a puddle drop look, use tables that are 48 and 54 inches round.",
"Polyester Napkin 17"" 6pc/pack - Black",38-0070BK,https://portofino.azureedge.net/38-0070BK.jpg,"17"" x 17""",12PACK/INNER / 48PACK/CASE,$1.75 EA,$1.65 EA,745910736419,2 Cases and 1 Inner,,
"Polyester Napkin 17"" 6pc/pack - Ivory",38-0070IV,https://portofino.azureedge.net/38-0070IV.jpg,"17"" x 17""",12PACK/INNER / 48PACK/CASE,$1.75 EA,$1.65 EA,745910736402,2 Cases and 1 Inner,,
"Polyester Napkin 17"" 6pc/pack - White",38-0070WH,https://portofino.azureedge.net/38-0070WH.jpg,"17"" x 17""",12PACK/INNER / 48PACK/CASE,$1.75 EA,$1.65 EA,745910736396,0 Case and 1 Inner,,
Polyester Table Skirt 17ft - White,38-0031,https://portofino.azureedge.net/38-0031.jpg,17ft,6EA/INNER / 12EA/CASE,$18.95 EA,$17.95 EA,745721051541,2 Cases and 1 Inner,Our Polyester Table Skirt can be reused again and again easily for any and all occasions. Pair it with our line of table covers and overlays create different looks for any event.,
Polyester Table Skirt 17ft - Black,38-0031BK,https://portofino.azureedge.net/38-0031BK.jpg,17ft,6EA/INNER / 12EA/CASE,$18.95 EA,$17.95 EA,745721066439,6 Cases and 0 Inner,Our Polyester Table Skirt can be reused again and again easily for any and all occasions. Pair it with our line of table covers and overlays create different looks for any event.,
Polyester Table Skirt 17ft - Ivory,38-0031IV,https://portofino.azureedge.net/38-0031IV.jpg,17ft,6EA/INNER / 12EA/CASE,$18.95 EA,$17.95 EA,745721066422,7 Cases and 1 Inner,Our Polyester Table Skirt can be reused again and again easily for any and all occasions. Pair it with our line of table covers and overlays create different looks for any event.,
Polyester Table Skirt 14ft,38-0030,https://portofino.azureedge.net/38-0030.jpg,14ft,6EA/INNER / 12EA/CASE,$14.95 EA,$14.50 EA,745721051534,Please contact us for availability.,"Our Polyester Table Skirt can be reused again and again easily for any and all occasions. Pair it with our line of table covers and overlays create different looks for any event. Care Intructions: Hand wash recommended. Hang dry: Do not use dryer. If ironing is needed, use a moderately warm iron.",
Polyester Table Skirt 14ft - Black,38-0030BK,https://portofino.azureedge.net/38-0030BK.jpg,14ft,6EA/INNER / 12EA/CASE,$14.95 EA,$14.50 EA,745721066408,0 Case and 1 Inner,Our Polyester Table Skirt can be reused again and again easily for any and all occasions. Pair it with our line of table covers and overlays create different looks for any event.,
Polyester Table Skirt 14ft - Ivory,38-0030IV,https://portofino.azureedge.net/38-0030IV.jpg,14ft,6EA/INNER / 12EA/CASE,$14.95 EA,$14.50 EA,745721066415,10 Cases and 0 Inner,"This is a cost effective synthetic skirt. A great advantage with this Table Skirt is not only the size, but also it doesn't absorb liquids, meaning, you can spill on it and pretty much still keep the party going. Ideal for party's that don't want to deal with too much embarrassment during a spill. Great around kids and large groups. 38-0030IV",
PVC Gloves Size Medium 100pc/box,48-0013,https://portofino.azureedge.net/48-0013.jpg,Medium,10BOX/INNER / 20BOX/CASE,$9.95 EA,$8.95 EA,745910736679,Please contact us for availability.,Our PVC Disposable Gloves in size medium will fit the hands of some children and most adults.  We find these are great for quick trips to the grocery store or other shopping experiences when you do not have immediate access to a sink for washing hands before handling personal items.  PVC is our choice as they are latex free for our most sensitive family members.,
Portable Hand Sanitizer Dispenser Floor Stand,48-0016,https://portofino.azureedge.net/48-0016.jpg,"6"" x 2¾"" x 50"" - 62""",1EA/INNER / 1EA/CASE,$74.99 EA,$74.99 EA,745910736792,5 Cases and 0 Inner,,
75% Alcohol Disinfectant Cotton Wipes 100pc/box,48-0011,https://portofino.azureedge.net/48-0011pic.jpg,"3½"" x 4""",5BOX/INNER / 20BOX/CASE,$7.50 EA,$6.95 EA,745910736655,5 Cases and 1 Inner,"We've all got clean hands on our minds.  Doctors agree that frequent hand washing slows the spread of all viruses.  When you can't get to a sink, our wet wipes, moistened with germ killing, yet gentle sanitizing gel are the answer.  Easy to use, just wipe and let air dry.",
Electronic Temperature Gun,48-0014,https://portofino.azureedge.net/48-0014pic.jpg,"3¼"" x 1¾"" x 5¾""",1EA/INNER / 1EA/CASE,$54.99 EA,$54.99 EA,745910736778,6 Cases and 0 Inner,,
75% Alcohol Disinfectant Cotton Large Wipes 80pc/Pack,48-0019,https://portofino.azureedge.net/48-0019.jpg,"7"" x 6""",9PACK/INNER / 18PACK/CASE,$4.95 EA,$4.95 EA,745910736822,339 Cases and 0 Inner,"Like most people we had trouble finding sanitizing wipes during the pandemic.  We designed this larger size to be kept on desks, kitchen counters and even near the front door so everyone can grab them as needed.  Simply wipe down your surfaces and let them air dry.",
3 Layer Disposable Mask 50pc/box,48-0001,https://portofino.azureedge.net/48-0001.jpg,,5BOX/INNER / 40BOX/CASE,$4.95 EA,$4.95 EA,745910736464,24 Cases and 6 Inners,Make sure each of your family members takes the basic 3 layer mask with them when they leave home.  Soft to the touch and breathable.  These masks were created to help stop the spread of germs and viruses.,
"Sneeze Guard 24"" x 30""",48-0017,https://portofino.azureedge.net/48-0017.jpg,"24"" x 30"", opening size 14"" x 6""",2EA/INNER / 2EA/CASE,$29.99 EA,$29.99 EA,745910736808,12 Cases and 0 Inner,,
Deluxe PPE Kit,48-0010,https://portofino.azureedge.net/48-0010.jpg,"8"" x 6"" x 1¼""",6EA/INNER / 12EA/CASE,$26.95 EA,$24.95 EA,745910736648,1 Case and 1 Inner,"Upgrade to our Premium Protection option.  All of the goodies from our standard kits with the premium KN95 masks (4) and Nitrile gloves (4 pair).  You'll get a 2oz. Bottle of our Gel Hand Sanitizer formula, but will also get a 2oz. Spray Bottle.  The Spray Bottle is perfect for tackling surfaces at the grocery store or park.  You'll get our Disinfecting Wipes (6) as well as our reusable Soft Touch bag with zipper to store your kit anywhere.",
Automatic Sanitizer Gel Dispenser,48-0015,https://portofino.azureedge.net/48-0015.jpg,"4½"" x 4¼"" x 10""",5EA/INNER / 15EA/CASE,$24.99 EA,$24.99 EA,745910736785,11 Cases and 0 Inner,,
PPE Kit,48-0009,https://portofino.azureedge.net/48-0009.jpg,"8"" x 6"" x 1¼""",6EA/INNER / 12EA/CASE,$21.95 EA,$19.95 EA,745910736631,0 Case and 1 Inner,"This kit was designed with our loved ones in mind.  We wanted something we could toss in a purse, backpack or center console that would contain everything we need when we leave the house these days.  Perfect for trips to the store or to the park.  The kit contains 6 3 layer masks, 3 pairs of non-latex gloves, hand sanitizer gel, disinfecting wipes and a reusable bag.",
Hand Sanitizer Gel with Pump Bottle - 16.9oz,48-0008,https://portofino.azureedge.net/48-0008.jpg,16.9oz (500ml),12EA/INNER / 24EA/CASE,$2.50 EA,$2.50 EA,745910736624,84 Cases and 1 Inner,This handy refill size of our popular hand sanitizer is ready to keep your travel sizes full at all times.  Place in a central location for family members or employees to use.  We keep ours right by the front door.,
KN95 Mask 20pc/box,48-0002,https://portofino.azureedge.net/48-0002.jpg,,5BOX/INNER / 50BOX/CASE,$13.00 EA,$13.00 EA,745910736440,52 Cases and 2 Inners,"When a 3 layer mask just isn't enough protection, our KN95 masks are available and ready to ship. These masks are designed to isolate and prevent the breathing in of the smallest dust and airborne particles.  Adjustable for a snug fit.",
Plastic Face Shield,48-0003,https://portofino.azureedge.net/48-0003.jpg,"12½"" x 8¾""",10EA/INNER / 200EA/CASE,$0.85 EA,$0.85 EA,745910736556,12 Cases and 6 Inners,"When masks become uncomfortable or when you want to double up on protection, Face Shields are a great option.  Mean for multiple wears, these shields are crystal clear and very comfortable.",
Hand Sanitizer Spray - 3.4oz,48-0005,https://portofino.azureedge.net/48-0005.jpg,3.4oz (100ml),12EA/INNER / 96EA/CASE,$0.85 EA,$0.85 EA,745910736594,312 Cases and 5 Inners,"Our new normal means we have to think about hand sanitizer every day.  You want to choose something that will kill germs, but won't damage skin.  This handy spray bottle also means you can keep it in your bag to take with you to the grocery store, the park or anywhere you might come in contact with contaminated objects and surfaces.",
75% Alcohol Disinfectant Cotton Large Wipes 10pc/Pack,48-0018,https://portofino.azureedge.net/48-0018.jpg,"7"" x 6""",24PACK/INNER / 96PACK/CASE,$0.75 EA,$0.75 EA,745910736815,594 Cases and 0 Inner,"Like most people we had trouble finding sanitizing wipes during the pandemic.  We designed this travel pack to go with you everywhere.  Be sure to send a pack with kids in backpacks, place one in your car and keep another in Mom's purse for handy use in any situation.",
Hand Sanitizer Gel - 3.4oz,48-0007,https://portofino.azureedge.net/48-0007.jpg,3.4oz (60ml),12EA/INNER / 96EA/CASE,$0.75 EA,$0.75 EA,745910736617,1754 Cases and 3 Inners,"Never leave home without your sanitizer. But, you also don't want dry skin and cuticles.  Our formula is easy on the skin and the wallet.  Place this small size in your handbag, center console, desk or anywhere you spend time for sanitizing on the go.",
Hand Sanitizer Spray - 2oz,48-0004,https://portofino.azureedge.net/48-0004.jpg,2oz (60ml),12EA/INNER / 192EA/CASE,$0.65 EA,$0.65 EA,745910736587,389 Cases and 0 Inner,"Our new normal means we have to think about hand sanitizer every day.  You want to choose something that will kill germs, but won't damage skin.  This handy spray bottle also means you can keep it in your bag to take with you to the grocery store, the park or anywhere you might come in contact with contaminated objects and surfaces.",
Hand Sanitizer Gel - 2oz,48-0006,https://portofino.azureedge.net/48-0006.jpg,2oz (60ml),12EA/INNER / 192EA/CASE,$0.55 EA,$0.55 EA,745910736600,259 Cases and 10 Inners,"Never leave home without your sanitizer. But, you also don't want dry skin and cuticles.  Our formula is easy on the skin and the wallet.  Place this small size in your handbag, center console, desk or anywhere you spend time for sanitizing on the go.",
